Year,State,City,Reason,Original_Value,Processing_Step,Timestamp
2012,"6 The data collection methodology for the offense of forcible rape used by Chicago, Illinois, and the Minnesota state UCR Program (with the exception of Minneapolis and St. Paul, Minnesota) does not comply with national UCR Program guidelines.  Consequently, its figures for forcible rape and violent crime (of which forcible rape is a part) are not published in this table",UNKNOWN,Missing City or Violent Crime data,nan,Missing Data Filter,2025-06-17 15:21:48
2012,"7 The FBI determined that the agency's data were overreported.  Consequently, those data are not included in this table",UNKNOWN,Missing City or Violent Crime data,nan,Missing Data Filter,2025-06-17 15:21:48
2012,ALABAMA,Geraldine,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,ARKANSAS,Cammack Village,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,ARKANSAS,Clinton,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,ARKANSAS,Highfill,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,ARKANSAS,Lincoln,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,ARKANSAS,Pangburn,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,ARKANSAS,Quitman,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,ARKANSAS,Swifton,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,CALIFORNIA,Belvedere,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,CALIFORNIA,Bradbury,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,CALIFORNIA,Fort Jones,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,CALIFORNIA,Hidden Hills,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,CALIFORNIA,Lake Shastina,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,CALIFORNIA,Rolling Hills,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,COLORADO,Blue River,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,COLORADO,Buena Vista,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,COLORADO,Campo,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,COLORADO,Columbine Valley,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,COLORADO,De Beque,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,COLORADO,Dillon,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,COLORADO,Empire,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,COLORADO,Holyoke,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,COLORADO,Ignacio,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,COLORADO,Snowmass Village,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,COLORADO,South Fork,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,COLORADO,Stratton,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,CONNECTICUT,Easton,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,CONNECTICUT,Groton Long Point,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,CONNECTICUT,Redding,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,DELAWARE,Dagsboro,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,DELAWARE,Ellendale,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,DELAWARE,Fenwick Island,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,DELAWARE,South Bethany,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,FLORIDA,Altha,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,FLORIDA,Golden Beach,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,FLORIDA,Gulf Stream,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,FLORIDA,Highland Beach,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,FLORIDA,Hillsboro Beach,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,FLORIDA,Howey-in-the-Hills,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,FLORIDA,Indian Creek Village,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,FLORIDA,Jennings,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,FLORIDA,Jupiter Inlet Colony,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,FLORIDA,Jupiter Island,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,FLORIDA,Key Colony Beach,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,FLORIDA,Manalapan,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,FLORIDA,Melbourne Village,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,FLORIDA,Palm Beach Shores,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,FLORIDA,Ponce Inlet,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,FLORIDA,Sea Ranch Lakes,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,FLORIDA,Sewall's Point,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,FLORIDA,Virginia Gardens,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,FLORIDA,Welaka,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,GEORGIA,Alto,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,GEORGIA,Attapulgus,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,GEORGIA,Barwick,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,GEORGIA,Berlin,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,GEORGIA,Blairsville,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,GEORGIA,Blythe,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,GEORGIA,Cave Spring,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,GEORGIA,Climax,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,GEORGIA,Coolidge,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,GEORGIA,Ellijay,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,GEORGIA,Enigma,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,GEORGIA,Ephesus,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,GEORGIA,Fairmount,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,GEORGIA,Franklin Springs,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,GEORGIA,Gordon,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,GEORGIA,Hagan,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,GEORGIA,Harrison,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,GEORGIA,Hoboken,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,GEORGIA,Homeland,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,GEORGIA,Leary,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,GEORGIA,Leslie,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,GEORGIA,Lookout Mountain,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,GEORGIA,Midville,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,GEORGIA,Mountain City,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,GEORGIA,Mount Zion,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,GEORGIA,Nelson,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,GEORGIA,Omega,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,GEORGIA,Pavo,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,GEORGIA,Pine Lake,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,GEORGIA,Ray City,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,GEORGIA,Register,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,GEORGIA,Reynolds,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,GEORGIA,Richland,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,GEORGIA,Royston,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,GEORGIA,Shiloh,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,GEORGIA,Sky Valley,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,GEORGIA,Stillmore,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,GEORGIA,Summerville,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,GEORGIA,Sycamore,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,GEORGIA,Tallulah Falls,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,GEORGIA,Tignall,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,GEORGIA,Trenton,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,GEORGIA,Warm Springs,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,GEORGIA,Warwick,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,GEORGIA,Whigham,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,IDAHO,Aberdeen,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,IDAHO,Challis,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,IDAHO,Cottonwood,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,ILLINOIS,Albany,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,ILLINOIS,Albers,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,ILLINOIS,Ashland,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,ILLINOIS,Belgium,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,ILLINOIS,Blandinsville,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,ILLINOIS,Brighton,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,ILLINOIS,Byron,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,ILLINOIS,Carthage,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,ILLINOIS,Chebanse,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,ILLINOIS,Clayton,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,ILLINOIS,Colfax,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,ILLINOIS,Davis,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,ILLINOIS,Diamond,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,ILLINOIS,Easton,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,ILLINOIS,Fairmount,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,ILLINOIS,Fayetteville,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,ILLINOIS,Findlay,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,ILLINOIS,Fithian,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,ILLINOIS,Forest View,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,ILLINOIS,Franklin Grove,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,ILLINOIS,Germantown,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,ILLINOIS,Glencoe,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,ILLINOIS,Goodfield,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,ILLINOIS,Grafton,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,ILLINOIS,Grantfork,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,ILLINOIS,Grant Park,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,ILLINOIS,Granville,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,ILLINOIS,Hawthorn Woods,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,ILLINOIS,Henning,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,ILLINOIS,Hopedale,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,ILLINOIS,Indianola,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,ILLINOIS,Inverness,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,ILLINOIS,Irving,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,ILLINOIS,Irvington,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,ILLINOIS,Kenilworth,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,ILLINOIS,Kildeer,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,ILLINOIS,Kingston,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,ILLINOIS,Lake Bluff,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,ILLINOIS,Lakewood,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,ILLINOIS,Loami,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,ILLINOIS,Malta,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,ILLINOIS,McLean,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,ILLINOIS,Milledgeville,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,ILLINOIS,Mount Carroll,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,ILLINOIS,Norwood,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,ILLINOIS,Orion,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,ILLINOIS,Pawnee,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,ILLINOIS,Pierron,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,ILLINOIS,Pittsfield,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,ILLINOIS,Pleasant Hill,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,ILLINOIS,Pleasant Plains,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,ILLINOIS,Potomac,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,ILLINOIS,Richmond,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,ILLINOIS,Round Lake Park,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,ILLINOIS,Smithton,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,ILLINOIS,Stronghurst,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,ILLINOIS,Teutopolis,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,ILLINOIS,Tower Lakes,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,ILLINOIS,Valmeyer,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,ILLINOIS,Virginia,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,ILLINOIS,Warsaw,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,ILLINOIS,Waterloo,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,ILLINOIS,Wayne,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,ILLINOIS,Winfield,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,ILLINOIS,Witt,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,ILLINOIS,Woodhull,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,INDIANA,Corydon,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,INDIANA,Hebron,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,INDIANA,Linton,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,INDIANA,Tipton,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,INDIANA,Walkerton,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,INDIANA,Zionsville,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,IOWA,Bloomfield,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,IOWA,Blue Grass,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,IOWA,Cresco,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,IOWA,Lisbon,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,IOWA,Polk City,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,IOWA,Prairie City,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,IOWA,Princeton,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,IOWA,Story City,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,IOWA,West Branch,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,KANSAS,Assaria,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,KANSAS,Benton,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,KANSAS,Buhler,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,KANSAS,Burden,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,KANSAS,Chapman,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,KANSAS,Chase,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,KANSAS,Holcomb,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,KANSAS,Lebo,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,KANSAS,Louisburg,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,KANSAS,Moran,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,KANSAS,North Newton,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,KANSAS,Onaga,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,KANSAS,Westwood,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,KENTUCKY,Bardwell,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,KENTUCKY,Benham,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,KENTUCKY,Bloomfield,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
2012,KENTUCKY,Burkesville,Zero violent crime reported (kept in data),0.0,Zero Crime Check,2025-06-17 15:21:48
